instance,variant,seed,seconds_budget,seconds_used,wallclock,NP,V_best,f_best,placed_best,H_max,D_max,n_evals,evals_per_sec,trial
syn_000,H0,9127,1.0,1.0450046062469482,1.0450680255889893,20,0.6535185711951026,0.6535799105671394,38,59.844892323263885,59.792785468080645,12,11.48320297180034,0
syn_000,A1,9144,1.0,1.1098182201385498,3.398519277572632,20,0.6711074840949749,0.6711771831786519,43,58.95870719515979,59.09627218074937,30,27.03145385039254,0
syn_000,A2,9158,1.0,1.0631377696990967,3.312051773071289,20,0.6856475580857041,0.6857139046012031,41,59.291648688867745,59.91742137297258,32,30.099579670711034,0
syn_000,A3,9174,1.0,1.0649750232696533,3.2999582290649414,20,0.6682852880392739,0.6683499773141187,40,58.669585652249296,59.97392366209658,31,29.108663886618448,0
syn_000,RS,9188,1.0,3.659647226333618,3.6598052978515625,20,0.6769692142913947,0.6770389125510846,43,58.36214890792305,59.74226970000885,32,8.744012201432565,0
syn_000,PSO,9127,1.0,2.4392106533050537,2.4393813610076904,20,0.6586465976082981,0.6587029387171375,35,59.66861132685581,59.86485831541917,21,8.60934252297794,0
syn_000,GA,9206,1.0,2.411372661590576,2.411548137664795,20,0.6670920254735301,0.6671634106348028,44,57.47222925177802,59.41809439403921,20,8.294031162652276,0
syn_000,SA,9224,1.0,1.0463995933532715,1.0465734004974365,20,0.669351404790367,0.6694177498613975,41,59.464185660492944,59.83155251279493,10,9.55657863737714,0
